"","ï..country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","HDI.for.year","gdp_for_year....","gdp_per_capita....","generation"
"3869","Spain",2007,"female","75+ years",146,2265062,6.45,"Spain2007",NA,"1,479,341,637,011",34769,"Silent"
"3870","Spain",2007,"female","55-74 years",248,4502070,5.51,"Spain2007",NA,"1,479,341,637,011",34769,"Silent"
"3871","Spain",2007,"male","15-24 years",114,2609810,4.37,"Spain2007",NA,"1,479,341,637,011",34769,"Millenials"
"3872","Spain",2007,"female","35-54 years",275,6607654,4.16,"Spain2007",NA,"1,479,341,637,011",34769,"Boomers"
"3873","Spain",2007,"female","25-34 years",97,3690155,2.63,"Spain2007",NA,"1,479,341,637,011",34769,"Generation X"
"3874","Spain",2007,"female","15-24 years",30,2477304,1.21,"Spain2007",NA,"1,479,341,637,011",34769,"Millenials"
"3875","Spain",2007,"male","5-14 years",7,2161485,0.32,"Spain2007",NA,"1,479,341,637,011",34769,"Generation Z"
"3876","Spain",2007,"female","5-14 years",5,2047289,0.24,"Spain2007",NA,"1,479,341,637,011",34769,"Generation Z"
"3877","Spain",2008,"male","75+ years",484,1470360,32.92,"Spain2008",NA,"1,635,015,380,108",37848,"Silent"
"3878","Spain",2008,"male","55-74 years",701,4119213,17.02,"Spain2008",NA,"1,635,015,380,108",37848,"Silent"
"3879","Spain",2008,"male","35-54 years",972,6933625,14.02,"Spain2008",NA,"1,635,015,380,108",37848,"Boomers"
"3880","Spain",2008,"male","25-34 years",379,3966630,9.55,"Spain2008",NA,"1,635,015,380,108",37848,"Generation X"
"3881","Spain",2008,"female","75+ years",154,2324904,6.62,"Spain2008",NA,"1,635,015,380,108",37848,"Silent"
"3882","Spain",2008,"female","55-74 years",247,4552840,5.43,"Spain2008",NA,"1,635,015,380,108",37848,"Silent"
"3883","Spain",2008,"male","15-24 years",138,2581615,5.35,"Spain2008",NA,"1,635,015,380,108",37848,"Millenials"
"3884","Spain",2008,"female","35-54 years",261,6786588,3.85,"Spain2008",NA,"1,635,015,380,108",37848,"Boomers"
"3885","Spain",2008,"female","25-34 years",87,3705581,2.35,"Spain2008",NA,"1,635,015,380,108",37848,"Generation X"
"3886","Spain",2008,"female","15-24 years",30,2456366,1.22,"Spain2008",NA,"1,635,015,380,108",37848,"Millenials"
"3887","Spain",2008,"female","5-14 years",2,2092458,0.1,"Spain2008",NA,"1,635,015,380,108",37848,"Generation Z"
"3888","Spain",2008,"male","5-14 years",2,2209304,0.09,"Spain2008",NA,"1,635,015,380,108",37848,"Generation Z"
"3889","Spain",2009,"male","75+ years",517,1514292,34.14,"Spain2009",NA,"1,499,099,749,931",34470,"Silent"
"3890","Spain",2009,"male","55-74 years",714,4165673,17.14,"Spain2009",NA,"1,499,099,749,931",34470,"Silent"
"3891","Spain",2009,"male","35-54 years",945,7078821,13.35,"Spain2009",NA,"1,499,099,749,931",34470,"Boomers"
"3892","Spain",2009,"male","25-34 years",344,3882169,8.86,"Spain2009",NA,"1,499,099,749,931",34470,"Generation X"
"3893","Spain",2009,"female","75+ years",149,2382502,6.25,"Spain2009",NA,"1,499,099,749,931",34470,"Silent"
"3894","Spain",2009,"male","15-24 years",139,2527370,5.5,"Spain2009",NA,"1,499,099,749,931",34470,"Millenials"
"3895","Spain",2009,"female","55-74 years",227,4595765,4.94,"Spain2009",NA,"1,499,099,749,931",34470,"Silent"
"3896","Spain",2009,"female","35-54 years",274,6917215,3.96,"Spain2009",NA,"1,499,099,749,931",34470,"Boomers"
"3897","Spain",2009,"female","25-34 years",80,3645416,2.19,"Spain2009",NA,"1,499,099,749,931",34470,"Generation X"
"3898","Spain",2009,"female","15-24 years",32,2405171,1.33,"Spain2009",NA,"1,499,099,749,931",34470,"Millenials"
"3899","Spain",2009,"male","5-14 years",7,2247483,0.31,"Spain2009",NA,"1,499,099,749,931",34470,"Generation Z"
"3900","Spain",2009,"female","5-14 years",1,2128209,0.05,"Spain2009",NA,"1,499,099,749,931",34470,"Generation Z"
"3901","Spain",2010,"male","75+ years",488,1554056,31.4,"Spain2010",0.867,"1,431,616,749,640",32839,"Silent"
"3902","Spain",2010,"male","55-74 years",635,4217377,15.06,"Spain2010",0.867,"1,431,616,749,640",32839,"Silent"
"3903","Spain",2010,"male","35-54 years",971,7176013,13.53,"Spain2010",0.867,"1,431,616,749,640",32839,"Generation X"
"3904","Spain",2010,"male","25-34 years",272,3734261,7.28,"Spain2010",0.867,"1,431,616,749,640",32839,"Generation X"
"3905","Spain",2010,"female","75+ years",120,2436769,4.92,"Spain2010",0.867,"1,431,616,749,640",32839,"Silent"
"3906","Spain",2010,"female","55-74 years",207,4648706,4.45,"Spain2010",0.867,"1,431,616,749,640",32839,"Silent"
"3907","Spain",2010,"male","15-24 years",99,2455458,4.03,"Spain2010",0.867,"1,431,616,749,640",32839,"Millenials"
"3908","Spain",2010,"female","35-54 years",281,7026589,4,"Spain2010",0.867,"1,431,616,749,640",32839,"Generation X"
"3909","Spain",2010,"female","25-34 years",59,3550860,1.66,"Spain2010",0.867,"1,431,616,749,640",32839,"Generation X"
"3910","Spain",2010,"female","15-24 years",23,2348349,0.98,"Spain2010",0.867,"1,431,616,749,640",32839,"Millenials"
"3911","Spain",2010,"male","5-14 years",3,2285012,0.13,"Spain2010",0.867,"1,431,616,749,640",32839,"Generation Z"
"3912","Spain",2010,"female","5-14 years",0,2161906,0,"Spain2010",0.867,"1,431,616,749,640",32839,"Generation Z"
"3913","Sweden",2000,"male","75+ years",128,303198,42.22,"Sweden2000",0.897,"259,802,012,617",30896,"G.I. Generation"
"3914","Sweden",2000,"male","55-74 years",221,852707,25.92,"Sweden2000",0.897,"259,802,012,617",30896,"Silent"
"3915","Sweden",2000,"male","35-54 years",275,1240681,22.17,"Sweden2000",0.897,"259,802,012,617",30896,"Boomers"
"3916","Sweden",2000,"male","25-34 years",114,626512,18.2,"Sweden2000",0.897,"259,802,012,617",30896,"Generation X"
"3917","Sweden",2000,"male","15-24 years",63,524457,12.01,"Sweden2000",0.897,"259,802,012,617",30896,"Generation X"
"3918","Sweden",2000,"female","55-74 years",100,901293,11.1,"Sweden2000",0.897,"259,802,012,617",30896,"Silent"
"3919","Sweden",2000,"female","35-54 years",123,1200882,10.24,"Sweden2000",0.897,"259,802,012,617",30896,"Boomers"
"3920","Sweden",2000,"female","75+ years",49,484818,10.11,"Sweden2000",0.897,"259,802,012,617",30896,"G.I. Generation"
"3921","Sweden",2000,"female","15-24 years",26,500737,5.19,"Sweden2000",0.897,"259,802,012,617",30896,"Generation X"
"3922","Sweden",2000,"female","25-34 years",30,601750,4.99,"Sweden2000",0.897,"259,802,012,617",30896,"Generation X"
"3923","Sweden",2000,"female","5-14 years",1,570673,0.18,"Sweden2000",0.897,"259,802,012,617",30896,"Millenials"
"3924","Sweden",2000,"male","5-14 years",1,601300,0.17,"Sweden2000",0.897,"259,802,012,617",30896,"Millenials"
"3925","Sweden",2001,"male","75+ years",129,305543,42.22,"Sweden2001",NA,"239,917,320,967",28429,"Silent"
"3926","Sweden",2001,"male","55-74 years",228,876012,26.03,"Sweden2001",NA,"239,917,320,967",28429,"Silent"
"3927","Sweden",2001,"male","35-54 years",311,1241616,25.05,"Sweden2001",NA,"239,917,320,967",28429,"Boomers"
"3928","Sweden",2001,"male","25-34 years",104,616460,16.87,"Sweden2001",NA,"239,917,320,967",28429,"Generation X"
"3929","Sweden",2001,"female","75+ years",63,486462,12.95,"Sweden2001",NA,"239,917,320,967",28429,"Silent"
"3930","Sweden",2001,"female","55-74 years",116,919616,12.61,"Sweden2001",NA,"239,917,320,967",28429,"Silent"
"3931","Sweden",2001,"female","35-54 years",135,1201311,11.24,"Sweden2001",NA,"239,917,320,967",28429,"Boomers"
"3932","Sweden",2001,"male","15-24 years",59,527111,11.19,"Sweden2001",NA,"239,917,320,967",28429,"Millenials"
"3933","Sweden",2001,"female","25-34 years",29,593553,4.89,"Sweden2001",NA,"239,917,320,967",28429,"Generation X"
"3934","Sweden",2001,"female","15-24 years",18,502901,3.58,"Sweden2001",NA,"239,917,320,967",28429,"Millenials"
"3935","Sweden",2001,"female","5-14 years",3,569357,0.53,"Sweden2001",NA,"239,917,320,967",28429,"Millenials"
"3936","Sweden",2001,"male","5-14 years",2,599375,0.33,"Sweden2001",NA,"239,917,320,967",28429,"Millenials"
"3937","Sweden",2002,"male","75+ years",112,306832,36.5,"Sweden2002",NA,"263,926,220,333",31175,"Silent"
"3938","Sweden",2002,"male","55-74 years",252,899721,28.01,"Sweden2002",NA,"263,926,220,333",31175,"Silent"
"3939","Sweden",2002,"male","35-54 years",315,1242971,25.34,"Sweden2002",NA,"263,926,220,333",31175,"Boomers"
"3940","Sweden",2002,"male","25-34 years",101,605900,16.67,"Sweden2002",NA,"263,926,220,333",31175,"Generation X"
"3941","Sweden",2002,"male","15-24 years",78,533111,14.63,"Sweden2002",NA,"263,926,220,333",31175,"Millenials"
"3942","Sweden",2002,"female","55-74 years",102,939023,10.86,"Sweden2002",NA,"263,926,220,333",31175,"Silent"
"3943","Sweden",2002,"female","75+ years",49,486242,10.08,"Sweden2002",NA,"263,926,220,333",31175,"Silent"
"3944","Sweden",2002,"female","35-54 years",105,1201907,8.74,"Sweden2002",NA,"263,926,220,333",31175,"Boomers"
"3945","Sweden",2002,"female","25-34 years",36,584302,6.16,"Sweden2002",NA,"263,926,220,333",31175,"Generation X"
"3946","Sweden",2002,"female","15-24 years",23,508851,4.52,"Sweden2002",NA,"263,926,220,333",31175,"Millenials"
"3947","Sweden",2002,"male","5-14 years",4,593329,0.67,"Sweden2002",NA,"263,926,220,333",31175,"Millenials"
"3948","Sweden",2002,"female","5-14 years",3,563639,0.53,"Sweden2002",NA,"263,926,220,333",31175,"Millenials"
"3949","Sweden",2003,"male","75+ years",105,307923,34.1,"Sweden2003",NA,"331,108,912,605",38997,"Silent"
"3950","Sweden",2003,"male","55-74 years",225,922446,24.39,"Sweden2003",NA,"331,108,912,605",38997,"Silent"
"3951","Sweden",2003,"male","35-54 years",300,1242898,24.14,"Sweden2003",NA,"331,108,912,605",38997,"Boomers"
"3952","Sweden",2003,"male","25-34 years",85,596698,14.25,"Sweden2003",NA,"331,108,912,605",38997,"Generation X"
"3953","Sweden",2003,"male","15-24 years",60,543102,11.05,"Sweden2003",NA,"331,108,912,605",38997,"Millenials"
"3954","Sweden",2003,"female","75+ years",50,486063,10.29,"Sweden2003",NA,"331,108,912,605",38997,"Silent"
"3955","Sweden",2003,"female","25-34 years",58,576009,10.07,"Sweden2003",NA,"331,108,912,605",38997,"Generation X"
"3956","Sweden",2003,"female","55-74 years",92,957995,9.6,"Sweden2003",NA,"331,108,912,605",38997,"Silent"
"3957","Sweden",2003,"female","35-54 years",99,1201468,8.24,"Sweden2003",NA,"331,108,912,605",38997,"Boomers"
"3958","Sweden",2003,"female","15-24 years",35,518172,6.75,"Sweden2003",NA,"331,108,912,605",38997,"Millenials"
"3959","Sweden",2003,"female","5-14 years",2,554143,0.36,"Sweden2003",NA,"331,108,912,605",38997,"Millenials"
"3960","Sweden",2003,"male","5-14 years",1,583622,0.17,"Sweden2003",NA,"331,108,912,605",38997,"Millenials"
"3961","Sweden",2004,"male","75+ years",109,309512,35.22,"Sweden2004",NA,"381,705,425,302",44831,"Silent"
"3962","Sweden",2004,"male","55-74 years",248,943682,26.28,"Sweden2004",NA,"381,705,425,302",44831,"Silent"
"3963","Sweden",2004,"male","35-54 years",300,1240460,24.18,"Sweden2004",NA,"381,705,425,302",44831,"Boomers"
"3964","Sweden",2004,"male","15-24 years",90,555650,16.2,"Sweden2004",NA,"381,705,425,302",44831,"Millenials"
"3965","Sweden",2004,"male","25-34 years",84,590802,14.22,"Sweden2004",NA,"381,705,425,302",44831,"Generation X"
"3966","Sweden",2004,"female","55-74 years",107,975912,10.96,"Sweden2004",NA,"381,705,425,302",44831,"Silent"
"3967","Sweden",2004,"female","75+ years",43,486526,8.84,"Sweden2004",NA,"381,705,425,302",44831,"Silent"
"3968","Sweden",2004,"female","35-54 years",103,1199288,8.59,"Sweden2004",NA,"381,705,425,302",44831,"Boomers"
"3969","Sweden",2004,"female","15-24 years",32,529514,6.04,"Sweden2004",NA,"381,705,425,302",44831,"Millenials"
"3970","Sweden",2004,"female","25-34 years",32,570904,5.61,"Sweden2004",NA,"381,705,425,302",44831,"Generation X"
"3971","Sweden",2004,"female","5-14 years",4,541753,0.74,"Sweden2004",NA,"381,705,425,302",44831,"Millenials"
"3972","Sweden",2004,"male","5-14 years",3,570311,0.53,"Sweden2004",NA,"381,705,425,302",44831,"Millenials"
"3973","Sweden",2005,"male","75+ years",117,311063,37.61,"Sweden2005",0.892,"389,042,298,377",45563,"Silent"
"3974","Sweden",2005,"male","55-74 years",253,962782,26.28,"Sweden2005",0.892,"389,042,298,377",45563,"Silent"
"3975","Sweden",2005,"male","35-54 years",297,1238835,23.97,"Sweden2005",0.892,"389,042,298,377",45563,"Boomers"
"3976","Sweden",2005,"male","25-34 years",95,588142,16.15,"Sweden2005",0.892,"389,042,298,377",45563,"Generation X"
"3977","Sweden",2005,"female","55-74 years",121,991544,12.2,"Sweden2005",0.892,"389,042,298,377",45563,"Silent"
"3978","Sweden",2005,"male","15-24 years",68,569180,11.95,"Sweden2005",0.892,"389,042,298,377",45563,"Millenials"
"3979","Sweden",2005,"female","35-54 years",135,1198561,11.26,"Sweden2005",0.892,"389,042,298,377",45563,"Boomers"
"3980","Sweden",2005,"female","75+ years",48,486935,9.86,"Sweden2005",0.892,"389,042,298,377",45563,"Silent"
"3981","Sweden",2005,"female","25-34 years",40,568205,7.04,"Sweden2005",0.892,"389,042,298,377",45563,"Generation X"
"3982","Sweden",2005,"female","15-24 years",36,542149,6.64,"Sweden2005",0.892,"389,042,298,377",45563,"Millenials"
"3983","Sweden",2005,"male","5-14 years",5,554489,0.9,"Sweden2005",0.892,"389,042,298,377",45563,"Millenials"
"3984","Sweden",2005,"female","5-14 years",4,526739,0.76,"Sweden2005",0.892,"389,042,298,377",45563,"Millenials"
"3985","Sweden",2006,"male","75+ years",114,312567,36.47,"Sweden2006",NA,"420,032,121,656",48977,"Silent"
"3986","Sweden",2006,"male","55-74 years",265,979423,27.06,"Sweden2006",NA,"420,032,121,656",48977,"Silent"
"3987","Sweden",2006,"male","35-54 years",284,1242768,22.85,"Sweden2006",NA,"420,032,121,656",48977,"Boomers"
"3988","Sweden",2006,"male","25-34 years",79,586595,13.47,"Sweden2006",NA,"420,032,121,656",48977,"Generation X"
"3989","Sweden",2006,"male","15-24 years",73,586123,12.45,"Sweden2006",NA,"420,032,121,656",48977,"Millenials"
"3990","Sweden",2006,"female","35-54 years",143,1202882,11.89,"Sweden2006",NA,"420,032,121,656",48977,"Boomers"
"3991","Sweden",2006,"female","75+ years",49,487029,10.06,"Sweden2006",NA,"420,032,121,656",48977,"Silent"
"3992","Sweden",2006,"female","55-74 years",94,1005125,9.35,"Sweden2006",NA,"420,032,121,656",48977,"Silent"
"3993","Sweden",2006,"female","15-24 years",51,557351,9.15,"Sweden2006",NA,"420,032,121,656",48977,"Millenials"
"3994","Sweden",2006,"female","25-34 years",41,565463,7.25,"Sweden2006",NA,"420,032,121,656",48977,"Generation X"
"3995","Sweden",2006,"female","5-14 years",2,511860,0.39,"Sweden2006",NA,"420,032,121,656",48977,"Millenials"
"3996","Sweden",2006,"male","5-14 years",2,538858,0.37,"Sweden2006",NA,"420,032,121,656",48977,"Millenials"
"3997","Sweden",2007,"male","75+ years",102,314248,32.46,"Sweden2007",NA,"487,816,328,342",56531,"Silent"
"3998","Sweden",2007,"male","35-54 years",298,1251142,23.82,"Sweden2007",NA,"487,816,328,342",56531,"Boomers"
"3999","Sweden",2007,"male","55-74 years",224,995361,22.5,"Sweden2007",NA,"487,816,328,342",56531,"Silent"
"4000","Sweden",2007,"male","25-34 years",103,585980,17.58,"Sweden2007",NA,"487,816,328,342",56531,"Generation X"
"4001","Sweden",2007,"male","15-24 years",69,604397,11.42,"Sweden2007",NA,"487,816,328,342",56531,"Millenials"
"4002","Sweden",2007,"female","35-54 years",129,1210389,10.66,"Sweden2007",NA,"487,816,328,342",56531,"Boomers"
"4003","Sweden",2007,"female","55-74 years",97,1018811,9.52,"Sweden2007",NA,"487,816,328,342",56531,"Silent"
"4004","Sweden",2007,"female","75+ years",34,485845,7,"Sweden2007",NA,"487,816,328,342",56531,"Silent"
"4005","Sweden",2007,"female","15-24 years",35,573531,6.1,"Sweden2007",NA,"487,816,328,342",56531,"Millenials"
"4006","Sweden",2007,"female","25-34 years",28,562738,4.98,"Sweden2007",NA,"487,816,328,342",56531,"Generation X"
"4007","Sweden",2007,"male","5-14 years",5,526368,0.95,"Sweden2007",NA,"487,816,328,342",56531,"Generation Z"
"4008","Sweden",2007,"female","5-14 years",2,500349,0.4,"Sweden2007",NA,"487,816,328,342",56531,"Generation Z"
"4009","Sweden",2008,"male","75+ years",108,315606,34.22,"Sweden2008",NA,"513,965,650,650",59155,"Silent"
"4010","Sweden",2008,"male","55-74 years",263,1012224,25.98,"Sweden2008",NA,"513,965,650,650",59155,"Silent"
"4011","Sweden",2008,"male","35-54 years",292,1258502,23.2,"Sweden2008",NA,"513,965,650,650",59155,"Boomers"
"4012","Sweden",2008,"male","25-34 years",96,586538,16.37,"Sweden2008",NA,"513,965,650,650",59155,"Generation X"
"4013","Sweden",2008,"male","15-24 years",96,619829,15.49,"Sweden2008",NA,"513,965,650,650",59155,"Millenials"
"4014","Sweden",2008,"female","75+ years",42,483517,8.69,"Sweden2008",NA,"513,965,650,650",59155,"Silent"
"4015","Sweden",2008,"female","55-74 years",88,1033770,8.51,"Sweden2008",NA,"513,965,650,650",59155,"Silent"
"4016","Sweden",2008,"female","35-54 years",99,1217920,8.13,"Sweden2008",NA,"513,965,650,650",59155,"Boomers"
"4017","Sweden",2008,"female","25-34 years",42,561352,7.48,"Sweden2008",NA,"513,965,650,650",59155,"Generation X"
"4018","Sweden",2008,"female","15-24 years",40,588321,6.8,"Sweden2008",NA,"513,965,650,650",59155,"Millenials"
"4019","Sweden",2008,"female","5-14 years",4,492594,0.81,"Sweden2008",NA,"513,965,650,650",59155,"Generation Z"
"4020","Sweden",2008,"male","5-14 years",0,518331,0,"Sweden2008",NA,"513,965,650,650",59155,"Generation Z"
"4021","Sweden",2009,"male","75+ years",109,316812,34.41,"Sweden2009",NA,"429,657,033,108",49070,"Silent"
"4022","Sweden",2009,"male","55-74 years",261,1029075,25.36,"Sweden2009",NA,"429,657,033,108",49070,"Silent"
"4023","Sweden",2009,"male","35-54 years",313,1266615,24.71,"Sweden2009",NA,"429,657,033,108",49070,"Boomers"
"4024","Sweden",2009,"male","25-34 years",111,588185,18.87,"Sweden2009",NA,"429,657,033,108",49070,"Generation X"
"4025","Sweden",2009,"male","15-24 years",91,632027,14.4,"Sweden2009",NA,"429,657,033,108",49070,"Millenials"
"4026","Sweden",2009,"female","35-54 years",133,1226921,10.84,"Sweden2009",NA,"429,657,033,108",49070,"Boomers"
"4027","Sweden",2009,"female","55-74 years",106,1048846,10.11,"Sweden2009",NA,"429,657,033,108",49070,"Silent"
"4028","Sweden",2009,"female","75+ years",36,481488,7.48,"Sweden2009",NA,"429,657,033,108",49070,"Silent"
"4029","Sweden",2009,"female","15-24 years",43,600839,7.16,"Sweden2009",NA,"429,657,033,108",49070,"Millenials"
"4030","Sweden",2009,"female","25-34 years",33,561793,5.87,"Sweden2009",NA,"429,657,033,108",49070,"Generation X"
"4031","Sweden",2009,"female","5-14 years",3,488574,0.61,"Sweden2009",NA,"429,657,033,108",49070,"Generation Z"
"4032","Sweden",2009,"male","5-14 years",3,514747,0.58,"Sweden2009",NA,"429,657,033,108",49070,"Generation Z"
"4033","Sweden",2010,"male","75+ years",101,318979,31.66,"Sweden2010",0.901,"488,377,689,565",55352,"Silent"
"4034","Sweden",2010,"male","55-74 years",263,1044678,25.18,"Sweden2010",0.901,"488,377,689,565",55352,"Silent"
"4035","Sweden",2010,"male","35-54 years",280,1273933,21.98,"Sweden2010",0.901,"488,377,689,565",55352,"Generation X"
"4036","Sweden",2010,"male","25-34 years",106,593020,17.87,"Sweden2010",0.901,"488,377,689,565",55352,"Generation X"
"4037","Sweden",2010,"male","15-24 years",87,639346,13.61,"Sweden2010",0.901,"488,377,689,565",55352,"Millenials"
"4038","Sweden",2010,"female","55-74 years",105,1063334,9.87,"Sweden2010",0.901,"488,377,689,565",55352,"Silent"
"4039","Sweden",2010,"female","35-54 years",100,1234672,8.1,"Sweden2010",0.901,"488,377,689,565",55352,"Generation X"
"4040","Sweden",2010,"female","75+ years",34,480218,7.08,"Sweden2010",0.901,"488,377,689,565",55352,"Silent"
"4041","Sweden",2010,"female","25-34 years",31,564791,5.49,"Sweden2010",0.901,"488,377,689,565",55352,"Generation X"
"4042","Sweden",2010,"female","15-24 years",31,607958,5.1,"Sweden2010",0.901,"488,377,689,565",55352,"Millenials"
"4043","Sweden",2010,"female","5-14 years",2,487899,0.41,"Sweden2010",0.901,"488,377,689,565",55352,"Generation Z"
"4044","Sweden",2010,"male","5-14 years",1,514297,0.19,"Sweden2010",0.901,"488,377,689,565",55352,"Generation Z"
"4045","Switzerland",2000,"male","75+ years",152,184589,82.35,"Switzerland2000",0.888,"272,055,499,941",39952,"G.I. Generation"
"4046","Switzerland",2000,"male","55-74 years",239,649009,36.83,"Switzerland2000",0.888,"272,055,499,941",39952,"Silent"
"4047","Switzerland",2000,"male","35-54 years",360,1094229,32.9,"Switzerland2000",0.888,"272,055,499,941",39952,"Boomers"
"4048","Switzerland",2000,"male","25-34 years",147,530378,27.72,"Switzerland2000",0.888,"272,055,499,941",39952,"Generation X"
"4049","Switzerland",2000,"female","75+ years",79,330903,23.87,"Switzerland2000",0.888,"272,055,499,941",39952,"G.I. Generation"
"4050","Switzerland",2000,"male","15-24 years",79,426957,18.5,"Switzerland2000",0.888,"272,055,499,941",39952,"Generation X"
"4051","Switzerland",2000,"female","55-74 years",128,723750,17.69,"Switzerland2000",0.888,"272,055,499,941",39952,"Silent"
"4052","Switzerland",2000,"female","35-54 years",124,1072711,11.56,"Switzerland2000",0.888,"272,055,499,941",39952,"Boomers"
"4053","Switzerland",2000,"female","25-34 years",47,537823,8.74,"Switzerland2000",0.888,"272,055,499,941",39952,"Generation X"
"4054","Switzerland",2000,"female","15-24 years",20,410136,4.88,"Switzerland2000",0.888,"272,055,499,941",39952,"Generation X"
"4055","Switzerland",2000,"male","5-14 years",4,436831,0.92,"Switzerland2000",0.888,"272,055,499,941",39952,"Millenials"
"4056","Switzerland",2000,"female","5-14 years",1,412273,0.24,"Switzerland2000",0.888,"272,055,499,941",39952,"Millenials"
"4057","Switzerland",2001,"male","75+ years",160,188628,84.82,"Switzerland2001",NA,"278,631,271,391",40582,"Silent"
"4058","Switzerland",2001,"male","55-74 years",263,664460,39.58,"Switzerland2001",NA,"278,631,271,391",40582,"Silent"
"4059","Switzerland",2001,"male","35-54 years",325,1108319,29.32,"Switzerland2001",NA,"278,631,271,391",40582,"Boomers"
"4060","Switzerland",2001,"female","75+ years",86,336369,25.57,"Switzerland2001",NA,"278,631,271,391",40582,"Silent"
"4061","Switzerland",2001,"male","15-24 years",95,432247,21.98,"Switzerland2001",NA,"278,631,271,391",40582,"Millenials"
"4062","Switzerland",2001,"male","25-34 years",101,519553,19.44,"Switzerland2001",NA,"278,631,271,391",40582,"Generation X"
"4063","Switzerland",2001,"female","55-74 years",125,734955,17.01,"Switzerland2001",NA,"278,631,271,391",40582,"Silent"
"4064","Switzerland",2001,"female","35-54 years",123,1087663,11.31,"Switzerland2001",NA,"278,631,271,391",40582,"Boomers"
"4065","Switzerland",2001,"female","25-34 years",35,527458,6.64,"Switzerland2001",NA,"278,631,271,391",40582,"Generation X"
"4066","Switzerland",2001,"female","15-24 years",21,414858,5.06,"Switzerland2001",NA,"278,631,271,391",40582,"Millenials"
"4067","Switzerland",2001,"female","5-14 years",3,413077,0.73,"Switzerland2001",NA,"278,631,271,391",40582,"Millenials"
"4068","Switzerland",2001,"male","5-14 years",1,438255,0.23,"Switzerland2001",NA,"278,631,271,391",40582,"Millenials"
"4069","Switzerland",2002,"male","75+ years",163,197218,82.65,"Switzerland2002",NA,"301,416,810,214",43419,"Silent"
"4070","Switzerland",2002,"male","55-74 years",268,686103,39.06,"Switzerland2002",NA,"301,416,810,214",43419,"Silent"
"4071","Switzerland",2002,"female","75+ years",108,348120,31.02,"Switzerland2002",NA,"301,416,810,214",43419,"Silent"
"4072","Switzerland",2002,"male","35-54 years",332,1123342,29.55,"Switzerland2002",NA,"301,416,810,214",43419,"Boomers"
"4073","Switzerland",2002,"male","25-34 years",140,508396,27.54,"Switzerland2002",NA,"301,416,810,214",43419,"Generation X"
"4074","Switzerland",2002,"female","55-74 years",147,751668,19.56,"Switzerland2002",NA,"301,416,810,214",43419,"Silent"
"4075","Switzerland",2002,"male","15-24 years",77,432755,17.79,"Switzerland2002",NA,"301,416,810,214",43419,"Millenials"
"4076","Switzerland",2002,"female","35-54 years",151,1109627,13.61,"Switzerland2002",NA,"301,416,810,214",43419,"Boomers"
"4077","Switzerland",2002,"female","15-24 years",28,420181,6.66,"Switzerland2002",NA,"301,416,810,214",43419,"Millenials"
"4078","Switzerland",2002,"female","25-34 years",31,514628,6.02,"Switzerland2002",NA,"301,416,810,214",43419,"Generation X"
"4079","Switzerland",2002,"female","5-14 years",1,413946,0.24,"Switzerland2002",NA,"301,416,810,214",43419,"Millenials"
"4080","Switzerland",2002,"male","5-14 years",0,436026,0,"Switzerland2002",NA,"301,416,810,214",43419,"Millenials"
"4081","Switzerland",2003,"male","75+ years",148,198955,74.39,"Switzerland2003",NA,"352,914,820,747",50639,"Silent"
"4082","Switzerland",2003,"male","55-74 years",231,694078,33.28,"Switzerland2003",NA,"352,914,820,747",50639,"Silent"
"4083","Switzerland",2003,"female","75+ years",115,349975,32.86,"Switzerland2003",NA,"352,914,820,747",50639,"Silent"
"4084","Switzerland",2003,"male","35-54 years",303,1129591,26.82,"Switzerland2003",NA,"352,914,820,747",50639,"Boomers"
"4085","Switzerland",2003,"male","15-24 years",79,435746,18.13,"Switzerland2003",NA,"352,914,820,747",50639,"Millenials"
"4086","Switzerland",2003,"female","55-74 years",137,757920,18.08,"Switzerland2003",NA,"352,914,820,747",50639,"Silent"
"4087","Switzerland",2003,"male","25-34 years",85,504671,16.84,"Switzerland2003",NA,"352,914,820,747",50639,"Generation X"
"4088","Switzerland",2003,"female","35-54 years",116,1116103,10.39,"Switzerland2003",NA,"352,914,820,747",50639,"Boomers"
"4089","Switzerland",2003,"female","25-34 years",28,511185,5.48,"Switzerland2003",NA,"352,914,820,747",50639,"Generation X"
"4090","Switzerland",2003,"female","15-24 years",21,423129,4.96,"Switzerland2003",NA,"352,914,820,747",50639,"Millenials"
"4091","Switzerland",2003,"female","5-14 years",4,412868,0.97,"Switzerland2003",NA,"352,914,820,747",50639,"Millenials"
"4092","Switzerland",2003,"male","5-14 years",2,435072,0.46,"Switzerland2003",NA,"352,914,820,747",50639,"Millenials"
"4093","Switzerland",2004,"male","75+ years",160,203675,78.56,"Switzerland2004",NA,"394,163,688,621",56123,"Silent"
"4094","Switzerland",2004,"male","55-74 years",236,709636,33.26,"Switzerland2004",NA,"394,163,688,621",56123,"Silent"
"4095","Switzerland",2004,"female","75+ years",107,355144,30.13,"Switzerland2004",NA,"394,163,688,621",56123,"Silent"
"4096","Switzerland",2004,"male","35-54 years",310,1140983,27.17,"Switzerland2004",NA,"394,163,688,621",56123,"Boomers"
"4097","Switzerland",2004,"female","55-74 years",146,769882,18.96,"Switzerland2004",NA,"394,163,688,621",56123,"Silent"
